Tweet,0,1,2,3
"['dear', 'future', 'big', 'brother', 'players', 'just', 'chase', 'dick', 'all', 'season', 'and', 'you', 'too', 'can', 'win', 'dollars', 'and', 'an', 'sti', 'bb', 'bitter']",0.0,0.0,0.0,1.0
"['repealremove', 'the', 'johnson', 'amendment', 'it', 'is', 'a', 'direct', 'affront', 'to', 'the', 'first', 'amendment', 'of', 'the', 'constitution']",0.0,1.0,0.0,0.0
"['<user>', 'theres', 'a', 'difference', 'though', 'a', 'grudge', 'cab', 'be', 'tamed', 'feeling', 'uncomfortable', 'is', 'pure', 'emotion', 'you', 'cant', 'really', 'control', 'it']",0.0,0.0,1.0,0.0
"['<user>', '<user>', 'oh', 'yeah', 'i', 'hate', 'the', 'air', 'raid', 'and', 'i', 'dont', 'like', 'the', 'oregonbaylor', 'offense', 'and', 'im', 'not', 'a', 'fan', 'of', 'the', 'ole', 'miss', 'one', 'either']",0.0,0.0,1.0,0.0
"['you', 'are', 'an', 'angry', 'glass', 'of', 'vodka']",1.0,0.0,0.0,0.0
"['<user>', 'is', 'the', 'live', 'event', 'brock', 'vs', 'orton', 'this', 'saturday', 'on', 'the', 'wwe', 'network', 'if', 'not', 'it', 'needs', 'to', 'be', 'wwe', '<user>', '<user>']",1.0,0.0,0.0,0.0
"['donking', 'lion', 'of', 'black', 'community', 'speaks', 'truth', 'to', 'power', 'of', '<user>', 'insult', 'black', 'vote', 'is', 'given', 'away', 'cavalierlyplaying', 'by', '<user>']",0.0,1.0,0.0,0.0
"['<user>', '<user>', 'with', 'their', 'faggy', 'colors', 'are', 'nice', 'is', 'ok', 'too', 'even', 'tho', 'some', 'might', 'take', 'offense', 'because', 'words', 'lol']",1.0,0.0,0.0,0.0
"['<user>', 'not', 'received', 'verification', 'email', 'asked', 'for', 'it', 'to', 'be', 'resent', 'times', 'still', 'nothing']",0.0,0.0,1.0,0.0
"['nor', 'hell', 'a', 'fury', 'like', 'a', 'woman', 'scorned', 'william', 'congreve']",1.0,0.0,0.0,0.0
"['<user>', '<user>', '<user>', 'wrongdoing', 'grrr', 'after', 'the', 'fact', 'i', 'know', 'but', 'emailing', 'displeasure', 'now', 'anyway']",0.0,0.0,1.0,0.0
"['<user>', 'ber', 'off', 'ncfc', 'is', 'a', 'grudge', 'match']",0.0,0.0,1.0,0.0
"['<user>', 'fucked', 'my', 'coupon', 'that', 'goal']",0.0,0.0,0.0,1.0
"['<user>', '<user>', 'like', 'going', 'to', 'a', 'so', 'called', 'cardiac', 'arrest', 'that', 'turned', 'out', 'to', 'be', 'a', 'cut', 'finger', 'medchat']",0.0,0.0,1.0,0.0
"['i', 'got', 'a', 'no', 'response', 'again', 'from', 'an', 'irate', 'customer', 'of', 'amazon', 'nwhy', 'cant', 'they', 'understand', 'that', 'its', 'not', 'always', 'amazon', 'faultncarrierfault']",0.0,0.0,0.0,1.0
"['i', 'wonder', 'what', 'american', 'city', 'will', 'be', 'next', 'to', 'protest', 'about', 'police', 'shootings', 'whos', 'next', 'smh', 'whenwillitstop', 'angry', 'howmanymoretimes']",0.0,0.0,0.0,1.0
"['you', 'ever', 'just', 'be', 'really', 'irritated', 'with', 'someone', 'u', 'love', 'its', 'like', 'god', 'damn', 'ur', 'makin', 'me', 'angry', 'but', 'i', 'love', 'u', 'so', 'i', 'forgive', 'u', 'but', 'im', 'angry']",0.0,0.0,0.0,1.0
"['<user>', 'i', 'wouldnt', 'bring', 'this', 'up', 'if', 'i', 'were', 'you', 'its', 'a', 'very', 'touchy', 'subject', 'and', 'people', 'get', 'way', 'to', 'offended', 'these', 'days']",1.0,0.0,0.0,0.0
"['i', 'wanna', 'see', 'you', 'smile', 'i', 'dont', 'wanna', 'see', 'you', 'make', 'a', 'frown']",1.0,0.0,0.0,0.0
"['karev', 'better', 'not', 'be', 'out', 'or', 'i', 'am', 'seriously', 'done', 'done', 'with', '<user>', 'angry', 'unfair', 'ugh']",0.0,0.0,0.0,1.0
"['leave', 'it', 'on', 'there', 'rulenimber', 'of', 'carpet', 'cleaning', 'worsethananatomicbomb', 'accidentlyspillbeeronthecarpet']",0.0,0.0,1.0,0.0
"['im', 'so', 'mad', 'about', 'power', 'rangers', 'im', 'incensed', 'im', 'furious']",0.0,0.0,0.0,1.0
"['im', 'not', 'used', 'to', 'pretty', 'girls', 'that', 'use', 'curse', 'words', 'to', 'express', 'their', 'anger', 'i', 'just', 'feel', 'like', 'im', 'a', 'little', 'bit', 'surprised', 'and', 'turned', 'off', 'as', 'well']",0.0,0.0,1.0,0.0
"['hes', 'mixing', 'it', 'up', 'pretty', 'wellusing', 'that', 'slider', 'pretty', 'affective', 'so', 'far', 'thebabybombers', 'yankees']",1.0,0.0,0.0,0.0
"['i', 'wonder', 'what', 'would', 'happen', 'if', 'i', 'were', 'to', 'tell', 'some', 'people', 'the', 'truth', 'savage', 'uhoh']",0.0,1.0,0.0,0.0
"['selfhatred', 'gives', 'rise', 'to', 'fury', 'fury', 'to', 'the', 'desire', 'for', 'selfchange']",0.0,1.0,0.0,0.0
"['<user>', '<user>', '<user>', 'and', 'there', 'was', 'i', 'thinking', 'ukip', 'were', 'a', 'party', 'of', 'angry', 'old', 'men', 'how', 'wrong', 'can', 'you', 'be']",0.0,0.0,1.0,0.0
"['and', 'to', 'discriminate', 'only', 'generates', 'hatenand', 'when', 'you', 'hate', 'then', 'youre', 'bound', 'to', 'get', 'irate']",0.0,0.0,1.0,0.0
"['<user>', 'dont', 'provoke', 'me', 'to', 'anger']",0.0,0.0,0.0,1.0
"['its', 'easy', 'to', 'hold', 'a', 'grudge', 'harder', 'to', 'let', 'go']",1.0,0.0,0.0,0.0
"['eat', 'my', 'ass', 'is', 'no', 'longer', 'an', 'insult']",0.0,1.0,0.0,0.0
"['<user>', 'may', 'i', 'suggest', 'that', 'you', 'have', 'a', 'meal', 'that', 'is', 'made', 'with', 'beans', 'onions', 'amp', 'garlic', 'the', 'day', 'before', 'class']",0.0,1.0,0.0,0.0
"['pride', 'and', 'prejudice', 'is', 'a', 'modern', 'day', 'keeping', 'up', 'with', 'the', 'kardashians', '<user>', 'ive', 'never', 'been', 'so', 'offended', 'in', 'my', 'life']",0.0,0.0,0.0,1.0
"['<user>', 'truenthey', 'r', 'burning', 'with', 'others', 'pleasurenppl', 'in', 'true', 'love', 'happiness', 'everywhere']",1.0,0.0,0.0,0.0
"['<user>', '<user>', 'wow', 'my', 'bill', 'is', 'and', 'hav', 'a', 'text', 'from', 'u', 'to', 'prove', 'that', 'and', 'you', 'have', 'taken', 'swines', 'fuming', 'con']",0.0,0.0,0.0,1.0
"['defination', 'of', 'a', 'best', 'friends', 'nna', 'person', 'who', 'opens', 'his', 'mouth', 'just', 'to', 'insult', 'yu', 'd', 'd', 'd']",1.0,0.0,0.0,0.0
"['<user>', 'i', 'had', 'to', 'unfollow', 'he', 'got', 'trolled', 'by', 'trolls', 'his', 'revenge', 'trolling', 'just', 'caused', 'a', 'lot', 'of', 'collateral', 'damage']",0.0,0.0,1.0,0.0
"['are', 'belittling', 'kitty', 'straight', 'a', 'service', 'provoke', 'lift', 'aboard', 'wycelv']",0.0,1.0,0.0,0.0
"['<user>', 'something', 'needs', 'to', 'be', 'done', 'about', 'people', 'hogging', 'machines', 'nobody', 'can', 'use', 'machines', 'at', 'one', 'time', 'angry', 'notfair', 'whypay']",0.0,0.0,0.0,1.0
"['<user>', 'nif', 'this', 'room', 'was', 'burning']",0.0,0.0,1.0,0.0
"['<user>', 'sorry', 'im', 'just', 'angry', 'my', 'drone', 'flew', 'away']",0.0,0.0,1.0,0.0
"['<user>', 'i', 'watch', 'all', 'your', 'videos', 'but', 'i', 'like', 'madden', 'better']",1.0,0.0,0.0,0.0
"['your', 'outrage', 'your', 'tweets', 'your', 'jokes', 'your', 'attention', 'is', 'exactly', 'what', 'mlo', 'wantsnnthis', 'is', 'not', 'meant', 'as', 'a', 'defense']",0.0,1.0,0.0,0.0
"['why', 'are', 'people', 'even', 'debating', 'on', 'race', 'inequality', 'within', 'our', 'justice', 'system', 'like', 'its', 'non', 'existent', 'theyre', 'just', 'trying', 'to', 'aggravate', 'us']",0.0,0.0,0.0,1.0
"['used', 'as', 'a', 'pawn', 'in', 'this', 'red', 'womans', 'game', 'for', 'now', 'try', 'not', 'to', 'fret', 'and', 'act', 'as', 'if', 'nothing', 'is', 'amiss', 'this', 'is', 'a', 'royal', '<user>']",0.0,1.0,0.0,0.0
"['<user>', '<user>', 'u', 'probably', 'irritate', 'the', 'shit', 'out', 'of', 'him', 'always', 'talking', 'to', 'him', 'he', 'could', 'probably', 'give', 'shits', 'about', 'u', 'lol']",0.0,0.0,0.0,1.0
"['or', 'when', 'they', 'hmu', 'on', 'snap', 'and', 'im', 'like', 'which', 'one', 'are', 'you']",0.0,1.0,0.0,0.0
"['<user>', 'event', 'started', 'everyone', 'is', 'getting', 'ready', 'to', 'travel', 'to', 'the', 'lake', 'of', 'rage', 'where', 'everything', 'glows']",0.0,0.0,1.0,0.0
"['im', 'girly', 'in', 'the', 'sense', 'that', 'i', 'always', 'have', 'lashes', 'amp', 'nails', 'done', 'but', 'tomboy', 'in', 'the', 'sense', 'that', 'black', 'is', 'my', 'only', 'color', 'amp', 'refuse', 'the', 'ruffle', 'life']",1.0,0.0,0.0,0.0
"['<user>', '<user>', 'i', 'remember', 'tas', 'in', 'the', 'gamedev', 'program', 'said', 'he', 'had', 'temper', 'tantrums', 'in', 'class', 'all', 'the', 'time', 'lol']",1.0,0.0,0.0,0.0
"['<user>', '<user>', 'quite', 'the', 'response', 'of', 'retaliation', 'from', 'weiner', 'in', 'getting', 'revenge', 'on', 'huma', 'amp', 'hillary', 'clam', 'diggingnallscumbags']",0.0,0.0,1.0,0.0
"['some', 'of', 'the', 'casuals', 'tweets', 'that', 'vic', 'has', 'faved', 'are', 'making', 'me', 'gag', 'bitter']",0.0,0.0,0.0,1.0
"['one', 'of', 'my', 'favorite', 'classic', 'cars', 'is', 'the', 'plymouth', 'fiery']",1.0,0.0,0.0,0.0
"['ive', 'always', 'wondered', 'how', 'long', 'angelina', 'put', 'up', 'with', 'brads', 'crap', 'not', 'gon', 'lie', 'bitter']",0.0,0.0,1.0,0.0
"['<user>', 'you', 'are', 'a', 'cruel', 'cruel', 'man', 'therewillbeblood', 'revenge']",0.0,0.0,0.0,1.0
"['point', 'scorning', 'and', 'fury', 'at', 'labor', 'does', 'nothing', 'to', 'address', 'long', 'term', 'detention', 'and', 'the', 'need', 'to', 'resettle', 'asylumseekers', 'from', 'manus', 'and', 'nauru']",0.0,1.0,0.0,0.0
"['i', 'blame', 'the', 'whole', 'season', 'on', 'natalie', 'the', 'season', 'would', 'have', 'been', 'so', 'different', 'had', 'she', 'not', 'turned', 'her', 'back', 'on', 'her', 'alliance', 'pissed']",0.0,0.0,0.0,1.0
"['<user>', 'oh', 'so', 'thats', 'where', 'brian', 'was', 'where', 'was', 'my', 'invite']",0.0,1.0,0.0,0.0
"['<user>', 'sparkles', 'proud', 'little', 'huff', 'still', 'posing', 'mind', 'you']",0.0,1.0,0.0,0.0
"['i', 'wish', 'the', 'next', 'madden', 'has', 'a', 'story', 'mode', 'too', 'just', 'like', 'fifa', 'madden']",1.0,0.0,0.0,0.0
"['id', 'love', 'c', 'gyimah', 'in', 'action', 'but', 'his', 'coach', 'is', 'holding', 'a', 'grudge', 'against', 'him']",0.0,0.0,1.0,0.0
"['because', 'it', 'was', 'a', 'perfect', 'illusion', 'but', 'at', 'least', 'now', 'i', 'know', 'what', 'it', 'was', 'ladygaga', 'iscalmingmysoul']",0.0,0.0,1.0,0.0
"['<user>', 'but', 'arms', 'focused', 'rage', 'is', 'overpowered', 'it', 'will', 'be', 'getting', 'nerfed', 'itll', 'still', 'be', 'stronger', 'than', 'fury', 'though']",0.0,0.0,1.0,0.0
"['<user>', 'more', 'like', 'every', 'color', 'looks', 'the', 'same', 'triggered', 'colorblind', 'offended']",0.0,0.0,1.0,0.0
"['after', 'what', 'just', 'happened', 'in', 'need', 'to', 'smoke']",0.0,0.0,1.0,0.0
"['<user>', 'hahah', 'tiff', 'sent', 'me', 'that', 'too']",1.0,0.0,0.0,0.0
"['as', 'someone', 'thats', 'struggled', 'w', 'eds', 'since', 'i', 'was', 'yo', 'i', 'resent', 'everyone', 'whos', 'making', 'a', 'spectacle', 'of', 'a', 'certain', 'youtuber', 'who', 'has', 'severe', 'anorexia']",0.0,0.0,1.0,0.0
"['i', 'can', 'definitely', 'feel', 'my', 'irritation', 'today', 'lord', 'give', 'me', 'strength']",0.0,0.0,0.0,1.0
"['these', 'people', 'irritate', 'tf', 'out', 'of', 'me', 'i', 'swear', 'im', 'goin', 'to', 'sleep']",0.0,0.0,0.0,1.0
"['yo', 'gurls', 'dm', 'for', 'a', 'tribute', 'snapme', 'dm', 'nudes', 'tribute', 'cumtribute', 'cock', 'cum', 'swallow']",0.0,0.0,1.0,0.0
"['<user>', 'the', 'first', 'resulted', 'in', 'me', 'angrily', 'sobbing', 'and', 'ranting', 'about', 'finnick', 'in', 'the', 'cinema']",0.0,0.0,1.0,0.0
"['<user>', '<user>', 'welcome', 'ji', 'sorry', 'for', 'words', 'that', 'irritate', 'u']",0.0,0.0,1.0,0.0
"['<user>', '<user>', 'i', 'was', 'so', 'looking', 'forward', 'to', '<user>', 'then', 'it', 'opened', 'with', 'a', 'stuartspecial', 'i', 'literally', 'yelled', 'at', 'my', 'tv']",0.0,0.0,1.0,0.0
"['joes', 'gf', 'started', 'singing', 'all', 'star', 'and', 'then', 'joe', 'got', 'angry', 'and', 'was', 'all', 'sing', 'it', 'right', 'and', 'started', 'angrily', 'singing', 'it', 'back', 'at', 'her']",0.0,0.0,1.0,0.0
"['gameday', 'vs', 'buford', 'today', 'at', 'at', 'home', 'never', 'been', 'so', 'excited']",1.0,0.0,0.0,0.0
"['<user>', 'turn', 'that', 'grumpy', 'frown', 'upsidedownnnyou', 'did', 'something', 'next', 'to', 'impossible', 'today']",1.0,0.0,0.0,0.0
"['<user>', 'hi', 'monica', 'i', 'write', 'regularly', 'for', '<user>', 'but', 'not', 'on', 'bees', 'never', 'dared', 'try', 'them', 'buzz', 'sting', 'honey']",1.0,0.0,0.0,0.0
"['favourite', 'quote', 'of', 'the', 'year', 'so', 'far', 'is', 'by', '<user>', 'i', 'swore', 'at', 'a', 'parsnip', 'raging']",1.0,0.0,0.0,0.0
"['<user>', 'how', 'can', 'you', 'even', 'forget', 'to', 'pick', 'ur', 'fave', 'child', 'up', 'from', 'school', 'offended']",0.0,0.0,0.0,1.0
"['<user>', 'why', 'doesnt', 'this', 'account', 'follow', 'me', 'offended']",0.0,0.0,0.0,1.0
"['<user>', 'snap', 'seems', 'to', 'be', 'a', 'problem', 'here']",1.0,0.0,0.0,0.0
"['biggest', 'fears', 'incurable', 'stds', 'and', 'pregnancyi', 'mean', 'theyre', 'basically', 'the', 'same', 'thing', 'anyway', 'forlife', 'annoying', 'weirdsmells']",0.0,1.0,0.0,0.0
"['<user>', 'sam', 'yes', 'we', 'have', 'not', 'helpful', 'at', 'all', 'we', 'need', 'this', 'sorting', 'asap', 'you', 'keep', 'promising', 'stuff', 'that', 'doesnt', 'happen', 'fuming']",0.0,0.0,0.0,1.0
"['pro', 'tip', 'go', 'back', 'to', 'work', 'when', 'your', 'kid', 'reaches', 'mos', 'old', 'stay', 'home', 'any', 'longer', 'and', 'youll', 'be', 'absolutely', 'miserable', 'with', 'the']",0.0,1.0,0.0,0.0
"['some', 'moving', 'clips', 'on', 'youtube', 'tonight', 'of', 'the', 'vigil', 'held', 'at', 'tulsa', 'metropolitan', 'baptist', 'church', 'for', 'terencecruther', 'justice', 'anger', 'sadness']",0.0,0.0,1.0,0.0
"['i', 'forgot', 'about', 'this', 'nice', 'area', 'down', 'here', 'with', 'the', 'fiery', 'hearths']",1.0,0.0,0.0,0.0
"['<user>', 'ummm', 'the', 'blog', 'says', 'with', 'simon', 'stehr', 'faking', 'thill', 'expect', 'an', 'investigation', 'forthwith', 'this', 'is', 'an', 'outrage']",0.0,0.0,0.0,1.0
"['<user>', 'ive', 'been', 'having', 'a', 'quad', 'shot', 'every', 'day', 'and', 'can', 'sleep', 'right', 'after', 'its', 'time', 'to', 'detox', 'i', 'get', 'raging', 'migraines', 'without', 'coffee']",0.0,1.0,0.0,0.0
"['circle', 'k', 'is', 'dead', 'to', 'me', 'i', 'hate', 'your', 'new', 'slushie', 'machine', 'irate', 'livid']",0.0,0.0,0.0,1.0
"['<user>', '<user>', 'so', 'in', 'your', 'opinion', 'is', 'this', 'the', 'worst', 'delhi', 'govt', 'acrid', 'bitter', 'hypocrisy']",0.0,0.0,0.0,1.0
"['ok', 'scrubbed', 'hands', 'times', 'before', 'trying', 'to', 'put', 'them', 'inneyeballs', 'burning', 'nevenmoreblind', 'accidentally', 'scared', 'the', 'cat', 'whilst', 'screeching']",0.0,0.0,1.0,0.0
"['why', 'to', 'have', 'vanity', 'sizesnow', 'sizes', 'sxsevenxxs', 'sometimes', 'are', 'too', 'big', 'wtf', 'dear', 'corporate', 'jerks', 'lithuania', 'didnt', 'need', 'this', 'rant']",0.0,0.0,1.0,0.0
"['lot', 'would', 'give', 'ghandi', 'road', 'rage']",1.0,0.0,0.0,0.0
"['forever', 'raging']",0.0,0.0,0.0,1.0
"['just', 'seeing', 'alex', 'revells', 'face', 'gets', 'me', 'angry']",0.0,0.0,1.0,0.0
"['<user>', '<user>', 'i', 'was', 'so', 'looking', 'forward', 'to', '<user>', 'then', 'it', 'opened', 'with', 'a', 'stuartspecial', 'i', 'literally', 'yelled', 'at', 'my', 'tv', 'umbrage']",0.0,0.0,1.0,0.0
"['does', 'she', 'really', 'need', 'to', 'pout', 'all', 'the', 'time', 'getting', 'on', 'my', 'nerves', 'gbbo']",0.0,0.0,0.0,1.0
"['taking', 'umbrage', 'because', 'jimmy', 'carr', 'claimed', 'that', 'bilbo', 'baggins', 'went', 'to', 'mordor', 'on', 'out', 'of', 'cats', 'does', 'countdown', 'know', 'your', 'baggins', 'mate']",1.0,0.0,0.0,0.0
"['<user>', 'then', 'u', 'understand', 'that', 'rage', 'is', 'often', 'not', 'pretty', 'or', 'controlled', 'or', 'rational', 'it', 'is', 'often', 'visceralnot', 'always', 'logical']",0.0,0.0,1.0,0.0
"['<user>', 'i', 'know', 'your', 'furious', 'i', 'am', 'too', 'but', 'just', 'stop', 'fucking', 'moaning', 'we', 'didnt', 'win', 'until', 'the', 'th', 'game', 'last', 'season', 'and', 'where', 'we', 'finished']",0.0,0.0,0.0,1.0
"['congrats', 'to', 'nicole', 'bb', 'fix', 'that', 'nose', 'now', 'bitter', 'petty']",0.0,0.0,1.0,0.0
"['me', 'and', 'these', 'burns', 'that', 'i', 'pick', 'up', 'off', 'the', 'pitches', 'dont', 'get', 'on', 'at', 'all', 'like']",0.0,1.0,0.0,0.0
"['<user>', 'flirt', 'simper', 'pout', 'repeat', 'yuck']",0.0,0.0,1.0,0.0
"['since', 'the', 'update', 'my', '<user>', 'loses', 'power', 'nearly', 'faster']",0.0,1.0,0.0,0.0
"['<user>', 'yep', 'lol', 'bitter']",0.0,1.0,0.0,0.0
"['<user>', '<user>', 'specific', 'amp', 'intentional', 'way', 'and', 'part', 'of', 'that', 'intention', 'is', 'to', 'provoke', 'conversation', 'around', 'systemic', 'racism', 'towards', 'blacks']",0.0,0.0,1.0,0.0
"['yeah', 'no', 'i', 'don', 'mind', 'tweetin', 'that', 'twice', 'blm', 'likethat']",1.0,0.0,0.0,0.0
"['<user>', '<user>', 'id', 'give', 'that', 'pout', 'the', 'firm', 'd']",0.0,0.0,1.0,0.0
"['mia', 'has', 'the', 'worst', 'road', 'rage', 'i', 'have', 'ever', 'seen', 'and', 'she', 'gets', 'so', 'mad', 'when', 'i', 'put', 'my', 'hands', 'on', 'her', 'windows', 'lol']",0.0,0.0,1.0,0.0
"['<user>', 'people', 'will', 'always', 'get', 'offended', 'everyones', 'situation', 'is', 'different', 'just', 'because', 'we', 'have', 'kids', 'doesnt', 'mean', 'we', 'have', 'to', 'settle']",0.0,0.0,1.0,0.0
"['have', 'wee', 'pop', 'socks', 'on', 'and', 'they', 'keep', 'falling', 'off', 'inside', 'my', 'shoes', 'rage']",0.0,0.0,0.0,1.0
"['<user>', '<user>', '<user>', 'always', 'so', 'happy', 'to', 'support', 'you', 'brother', 'keep', 'that', 'fire', 'burning', 'lt']",1.0,0.0,0.0,0.0
"['<user>', 'ive', 'went', 'roght', 'in', 'the', 'huff', 'deleted', 'the', 'episode', 'out', 'of', 'anger', 'n', 'everything', 'regret', 'it', 'now']",0.0,0.0,0.0,1.0
"['<user>', '<user>', 'what', 'cant', 'you', 'grasp', 'besides', 'yr', 'cognitive', 'dissonance', 'raging', 'away', 'each', 'incident', 're', 'leoshooting', 'separate']",0.0,0.0,0.0,1.0
"['<user>', 'relentless', 'echo', 'chamber', 'negative', 'comments', 'with', 'lots', 'of', 'reverb', 'typical', 'bully', 'behavior']",0.0,0.0,1.0,0.0
"['people', 'irritate', 'my', 'mf', 'soul']",0.0,0.0,0.0,1.0
"['another', 'raging', 'storm', 'brought', 'on', 'by', 'my', 'own', 'emotions', 'sorry', 'everyone', 'enjoy', 'the', 'thunder']",0.0,0.0,0.0,1.0
"['<user>', '<user>', 'you', 'two', 'are', 'ten', 'times', 'more', 'interesting', 'than', 'those', 'particular', 'afternoon', 'goofballs', 'i', 'could', 'say', 'worse', 'umbrage']",0.0,1.0,0.0,0.0
"['not', 'going', 'to', 'waste', 'my', 'energy', 'holding', 'a', 'grudge', 'against', 'someone', 'who', 'wasnt', 'even', 'in', 'my', 'life', 'a', 'year', 'xd', 'ntime', 'to', 'release', 'those', 'feelings', 'of', 'dislike']",0.0,0.0,1.0,0.0
"['yay', 'bmth', 'canceled', 'melbourne', 'show', 'fanfuckingtastic', 'just', 'lost', 'a', 'days', 'pay', 'and', 'hotel', 'fees', 'not', 'happy', 'atm', 'sad', 'angry']",0.0,0.0,0.0,1.0
"['drop', 'snapchat', 'names', 'bored', 'swap', 'pics']",1.0,0.0,0.0,0.0
"['seeing', 'double', 'am', 'so', 'tired', 'but', 'i', 'always', 'grudge', 'getting', 'off', 'my', 'phone', 'at', 'night']",0.0,0.0,1.0,0.0
"['<user>', 'hi', 'folks', 'flight', 'is', 'going', 'to', 'be', 'over', 'an', 'hour', 'late', 'departing', 'from', 'inv', 'ezy', 'how', 'do', 'we', 'go', 'about', 'getting', 'a', 'refund', 'please', 'boiling']",0.0,0.0,0.0,1.0
"['your', 'twitter', 'picture', 'just', 'makes', 'me', 'fume']",0.0,0.0,0.0,1.0
"['are', 'you', 'lost', 'in', 'the', 'fury', 'fearing', 'that', 'youll', 'fail']",1.0,0.0,0.0,0.0
"['<user>', 'i', 'love', 'lizzy', 'warrens', 'latest', 'rage', 'against', 'wall', 'street']",1.0,0.0,0.0,0.0
"['another', 'l', 'on', 'the', 'board', 'we', 'just', 'cannot', 'match', 'up', 'on', 'paper', 'with', 'these', 'teams', 'at', 'the', 'moment', 'and', 'its', 'showing', 'on', 'the', 'field', 'onto', 'denver', 'revenge']",0.0,1.0,0.0,0.0
"['<user>', 'how', 'on', 'earth', 'can', 'i', 'send', 'an', 'email', 'to', 'you', 'very', 'annoyed', 'customer', 'fuming']",0.0,0.0,0.0,1.0
"['delete', 'this', 'shit', 'josh', 'just', 'screenshotted', 'my', 'snap', 'me']",0.0,0.0,1.0,0.0
"['people', 'who', 'go', 'the', 'speed', 'limit', 'irritate', 'me']",0.0,0.0,0.0,1.0
"['oh', 'yeah', 'squid', 'face', 'god', 'madden', 'xbox', 'come', 'see', 'me']",1.0,0.0,0.0,0.0
"['<user>', '<user>', 'despite', 'your', 'outrage', 'fatigue', 'dont', 'lose', 'your', 'shine']",0.0,1.0,0.0,0.0
"['<user>', 'theyre', 'still', 'using', 'his', 'offense', 'up', 'the', 'middle', 'x', 'amp', 'punt']",0.0,1.0,0.0,0.0
"['<user>', '<user>', 'yeah', 'i', 'received', 'a', 'fine', 'today', 'which', 'i', 'am', 'furious', 'about', 'currently', 'appealing', 'it', 'after', 'being', 'a', 'member', 'for', 'so', 'long']",0.0,0.0,0.0,1.0
"['all', 'the', 'young', 'people', 'are', 'so', 'bitter', 'about', 'how', 'the', 'older', 'contestants', 'probably', 'know', 'how', 'to', 'make', 'bakewell', 'tarts', 'gbbo']",1.0,0.0,0.0,0.0
"['<user>', 'peanut', 'butter', 'takes', 'away', 'the', 'sting']",1.0,0.0,0.0,0.0
"['can', 'someone', 'make', 'me', 'a', 'priority', 'list', 'of', 'which', 'things', 'i', 'should', 'be', 'outraged', 'at', 'in', 'which', 'order', 'racism', 'animalrights', 'abortion', 'cops']",0.0,0.0,0.0,1.0
"['some', 'mexican', 'ladies', 'irritate', 'the', 'fuck', 'outta', 'me', 'have', 'a', 'their', 'own', 'lil', 'preschool', 'of', 'fucking', 'kids', 'for', 'the', 'welfare', 'amp', 'allllat', 'smh']",0.0,0.0,0.0,1.0
"['oow', 'sting', 'decent', 'new', 'song']",1.0,0.0,0.0,0.0
"['wheres', 'your', 'outrage', 'when', 'a', 'black', 'man', 'kills', 'another', 'black', 'man', 'in', 'the', 'streets']",0.0,0.0,0.0,1.0
"['so', 'angry', 'about', 'my', '<user>', 'order', 'months', 'ago', 'i', 'placed', 'an', 'order', 'of', 'over', 'card', 'billed', 'never', 'received', 'ndisappointing']",0.0,0.0,0.0,1.0
"['<user>', '<user>', '<user>', 'lets', 'not', 'stereotype', 'all', 'south', 'asians', 'as', 'relentless', 'beat', 'reporters']",0.0,0.0,1.0,0.0
"['you', 'a', 'fuck', 'boy', 'if', 'you', 'run', 'drag', 'routes', 'back', 'to', 'back', 'in', 'madden']",0.0,0.0,0.0,1.0
"['<user>', 'you', 'should', 'be', 'criminalized', 'for', 'posting', 'a', 'pic', 'of', 'that', 'brown', 'frown', 'get', 'a', 'pic', 'of', 'some', 'jack', 'or', 'cookies', 'or', 'diesel', 'join', 'up', '<user>']",0.0,0.0,1.0,0.0
"['ya', 'girl', 'is']",1.0,0.0,0.0,0.0
"['<user>', 'timid', 'but', 'determined', 'version', 'of', 'the', 'rabid', 'beasts', 'beyond', 'the', 'land', 'growling', 'beneath', 'my', 'restrained', 'breath', 'i', 'rip', 'myself']",0.0,0.0,1.0,0.0
"['<user>', 'thats', 'the', 'joke', 'i', 'know', 'its', 'incense']",1.0,0.0,0.0,0.0
"['realizing', 'that', 'holding', 'a', 'grudge', 'for', 'long', 'is', 'immaturity', 'is', 'wisdom']",0.0,1.0,0.0,0.0
"['star', 'trek', 'online', 'has', 'a', 'update', 'to', 'download', 'oh', 'fuming', 'yay']",0.0,0.0,1.0,0.0
"['<user>', '<user>', '<user>', '<user>', 'everyone', 'is', 'against', 'wigan', 'because', 'we', 'are', 'the', 'biggest', 'club']",1.0,0.0,0.0,0.0
"['leveled', 'at', 'the', 'half', 'much', 'better', 'offense', 'expected', 'in', 'the', 'second', 'half']",1.0,0.0,0.0,0.0
"['hey', 'folks', 'sorry', 'if', 'anything', 'offensive', 'got', 'posted', 'on', 'here', 'yesterday', 'my', 'account', 'got', 'hacked', 'all', 'fixed', 'now', 'though', 'i', 'hope', 'angry', 'annoyed']",0.0,0.0,1.0,0.0
"['the', 'medicine', 'is', 'burning', 'me']",0.0,1.0,0.0,0.0
"['how', 'on', 'earth', 'can', 'the', 'projection', 'of', 'all', 'that', 'is', 'good', 'and', 'happy', 'and', 'true', 'in', 'my', 'soul', 'be', 'a', 'poisonous', 'fucking', 'snake', 'patronus', 'adder', 'offended']",0.0,0.0,0.0,1.0
