Tweet,0,1,2,3,4,5,6,7
"['i', 'have', 'a', 'rage', 'rage', 'ep', 'coming', 'out', 'soon', 'ill', 'keep', 'you', 'posted', 'on', 'it']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['cant', 'believe', 'ive', 'only', 'got', 'days', 'off', 'left']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['be', 'chill', 'af', 'if', 'you', 'want', 'to', 'offend', 'someone']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['can', 'we', 'get', 'a', 'shot', 'of', 'lingys', 'face', 'at', 'time', 'pretty', 'sure', 'it', 'would', 'be', 'more', 'red', 'then', 'his', 'hair']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['i', 'love', 'that', 'tay', 'amp', 'tiff', 'are', 'just', 'sitting', 'at', 'my', 'house', 'while', 'im', 'at', 'work']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['yeah', 'u', 'gotta', 'make', 'them', 'heel', 'i', 'know', 'u', 'need', 'their', 'votes', 'so', 'u', 'have', 'to', 'wait', 'but', 'when', 'u', 'losetheyre', 'really', 'in', 'for', 'your', 'wrath']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['i', 'guess', 'its', 'just', 'heartbreaking', 'the', 'ease', 'with', 'which', 'they', 'can', 'kill', 'an', 'innocent', 'man', 'and', 'get', 'away', 'with', 'it']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['a', 'persons', 'opinion', 'doesnt', 'offend', 'me', 'at', 'all']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['dont', 'join', 'they', 'put', 'the', 'phone', 'down', 'on', 'you', 'talk', 'over', 'you', 'and', 'are', 'rude', 'taking', 'money', 'out', 'of', 'my', 'acc', 'willynilly']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['forgiveness\xa0might', 'make', 'us', 'look', 'weak', 'but', 'the', 'weakest', 'person', 'is', 'the', 'one', 'who', 'holds', 'anger', 'hatred', 'and', 'revenge']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['blacks', 'are', 'good', 'at', 'provoke', 'them', 'selfs', 'blaming', 'on', 'white', 'when', 'black', 'cops', 'shooting', 'blacks']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['hahaha', 'just', 'kidding', 'its', 'crazy', 'tho']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['hi', 'folks', 'flight', 'is', 'going', 'to', 'be', 'over', 'an', 'hour', 'late', 'departing', 'from', 'inv', 'ezy', 'how', 'do', 'we', 'go', 'about', 'getting', 'a', 'refund', 'please']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['after', 'what', 'just', 'happened', 'in', 'need', 'to', 'smoke']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['never', 'make', 'a', 'when', 'youre', 'and', 'never', 'make', 'a', 'when', 'youre']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['some', 'people', 'would', 'rather', 'hang', 'on', 'to', 'their', 'indignant', 'anger', 'weary', 'sigh']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['its', 'the', 'irritation', 'of', 'not', 'having', 'found', 'the', 'corpse']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['the', 'side', 'effects', 'of', 'and', 'comes', 'the', 'person', 'and', 'show', 'you', 'at', 'all']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['im', 'honestly', 'offended']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'offend', 'u']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['i', 'blame', 'how', 'broken', 'madden', 'is', 'this', 'year']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['all', 'hell', 'is', 'breaking', 'loose', 'in', 'charlotte']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['she', 'began', 'to', 'squirm', 'beneath', 'struggling', 'to', 'get', 'out', 'of', 'his', 'relentless', 'grasp', 'when', 'she', 'realized', 'that', 'the', 'attempt', 'was', 'useless']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['i', 'love', 'when', 'people', 'say', 'they', 'arent', 'racist', 'right', 'before', 'they', 'say', 'some', 'racist', 'shit', 'not', 'how', 'that', 'works']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['connivers', 'blind', 'to', 'existential', 'fury']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['id', 'be', 'fuming']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['michelle', 'is', 'one', 'of', 'the', 'worst', 'players', 'in', 'bb', 'history']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['maybe', 'if', 'it', 'was', 'transgender', 'the', 'media', 'would', 'cover', 'it']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['lol', 'they', 'are', 'madden', 'tubers', 'u', 'dont', 'know', 'nothing', 'bout', 'madden', 'cuz', 'id', 'smash', 'on', 'you']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['so', 'excited', 'to', 'watch']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['nobody', 'in', 'that', 'street', 'burning', 'and', 'looting', 'and', 'terrifying', 'innocent', 'citizens', 'was', 'there', 'either']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['the', 'world', 'drives', 'whoever', 'it', 'has', 'assessed', 'as', 'tenderhearted', 'or', 'vulnerable', 'to', 'build', 'up', 'their', 'guards', 'amp', 'invigorate', 'raging', 'self', 'defense', 'mechanisms']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['hell', 'defend', 'his', 'belt', 'against', 'aldo', 'after', 'its', 'not', 'that', 'hard', 'u', 'grudge', 'holding', 'bitch']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['sippin', 'wondering', 'i', 'finally', 'gave', 'in', 'lt', 'haha', 'its', 'because']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['its', 'taken', 'for', 'granted', 'while', 'the', 'misogyny', 'in', 'the', 'air', 'is', 'treated', 'as', 'normal', 'and', 'any', 'angry', 'response', 'to', 'it', 'as', 'pathological']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['content', 'updates', 'provoke', 'that', 'income']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['or', 'act', 'of', 'violencenif', 'mourning', 'for', 'those', 'who', 'have', 'past', 'away']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['janice', 'griffith', 'snap', 'story']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['i', 'am', 'i', 'will', 'not', 'let', 'downni', 'have', 'found', 'us', 'now', 'go', 'and', 'get', 'usni', 'let', 'it', 'out', 'and', 'i', 'let', 'it', 'inni', 'i']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['guys', 'dont', 'use', 'that', 'type', 'of', 'language', 'save', 'it', 'for', 'raging']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['lol', 'i', 'have', 'reminders', 'for', 'my', 'exgfs', 'birthday', 'approaching', 'too', 'bad', 'she', 'considers', 'me', 'acknowledging', 'her', 'existence', 'an', 'affront']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['towhy', 'cant', 'we', 'brothers', 'protect', 'one', 'another', 'no', 'ones', 'serious', 'and', 'it', 'makes', 'me', 'furious', 'dont', 'be', 'misled', 'just', 'think', 'of', 'fred']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['no', 'offense', 'but', 'the', 'only', 'way', 'this', 'makes', 'sense', 'is', 'if', 'you', 'work', 'for', 'the', 'magazine', 'otherwisewho', 'are', 'you', 'apologizing']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['huh', 'its', 'always', 'my', 'fault', 'isnt', 'it', 'gt']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['sometimes', 'the', 'best', 'motivations', 'come', 'from', 'proving', 'them', 'wrong']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['is', 'there', 'a', 'perfume', 'that', 'smells', 'like', 'the', 'smell', 'of', 'smokey', 'incense', 'because', 'i', 'would', 'be', 'all', 'about', 'that']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['is', 'the', 'best', 'whatever', 'youre', 'thinking', 'about', 'doing', 'do', 'something', 'better']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['seriously', 'dude', 'buy', 'some', 'bubble', 'tape', 'for', 'your', 'phones', 'broke', 'another', 'phone']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['whaaaat', 'oh', 'hell', 'no', 'i', 'was', 'jealous', 'because', 'you', 'got', 'paid', 'to', 'fuck', 'but', 'this', 'is', 'a', 'whole', 'new', 'level']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'm', 'not', 'a', 'big', 'fan', 'of', 'but', 'what', 'i', 'found', 'logical', 'and', 'right', 'i', 'support', 'that', 'no', 'offense', 'to', 'anyone']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['when', 'you', 'forget', 'to', 'mention', 'you', 'were', 'bought', 'dreamboys', 'tickets']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['candices', 'pout', 'is', 'gonna', 'take', 'someone', 'eye', 'out', 'mate']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'need', 'it', 'today', 'do', 'u', 'know', 'how', 'many', 'fuckin', 'french', 'plaits', 'i', 'had', 'to', 'do', 'this', 'morn', 'with', 'a', 'stroppy', 'yr', 'old']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['the', 'teams', 'that', 'face', 'barca', 'and', 'bayern', 'after', 'a', 'defeat', 'are', 'the', 'ones', 'who', 'face', 'the', 'wrath']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['ive', 'been', 'through', 'the', 'denial', 'and', 'anger', 'i', 'am', 'in', 'pure', 'acceptance']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['my', 'irritation', 'level', 'is', 'at', 'an', 'all', 'time', 'high', 'today']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['if', 'i', 'dont', 'answer', 'your', 'texts', 'pls', 'dont', 'snap', 'me']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['the', 'side', 'effects', 'of', 'and', 'comes', 'the', 'person', 'and', 'show', 'you', 'at', 'all']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['you', 'interviewed', 'one', 'irate', 'group', 'two', 'filmmakers', 'who', 'dont', 'live', 'here', 'and', 'got', 'stock', 'statements', 'thats', 'not', 'journalism']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'blame', 'the', 'whole', 'season', 'on', 'natalie', 'the', 'season', 'would', 'have', 'been', 'so', 'different', 'had', 'she', 'not', 'turned', 'her', 'back', 'on', 'her', 'alliance']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['lt', 'steve', 'between', 'his', 'feet', 'feeling', 'a', 'blush', 'sting', 'his', 'cheeks', 'i', 'can', 'undress', 'myself', 'thank', 'you', 'very', 'much', 'he', 'snapped', 'gt']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['yal', 'aggravate', 'tf', 'outta', 'me', 'acting', 'lying', 'yal', 'cant', 'tell', 'the', 'difference', 'between', 'a', 'dyke', 'and', 'a', 'man', 'rarely', 'is', 'it', 'that', 'hard', 'to', 'tell', 'the', 'difference']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['yesssapparently', 'youve', 'been', 'popular', 'on', 'snap']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['losing', 'the', 'will', 'live', 'with', 'business', 'bb', 'gone', 'down', 'on', 'hold', 'for', 'minutes', 'amp', 'whoever', 'picked', 'up', 'cut', 'me', 'off']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'asked', 'jared', 'to', 'marry', 'me', 'and', 'he', 'said', 'no']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['when', 'youve', 'still', 'got', 'a', 'whole', 'season', 'of', 'wentworth', 'to', 'watch', 'and', 'a', 'stupid', 'cunt', 'in', 'work', 'ruins', 'it', 'for', 'us']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['amp', 'are', 'similar', 'to', 'what', 'preached', 'to', 'come', 'to', 'power', 'in', 'germany', 'wake', 'up', 'america']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['yeah', 'im', 'hot', 'nigga', 'they', 'say', 'im', 'burning', 'uhhhhh']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['anger', 'resentment', 'and', 'hatred', 'are', 'the', 'destroyer', 'of', 'your', 'fortune', 'today']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['significantly', 'with', 'a', 'smile', 'let', 'me']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['just', 'found', 'out', 'tonight', 'my', 'son', 'will', 'not', 'be', 'doing', 'practical', 'work', 'counting', 'towards', 'his', 'gcse', 'exam', 'ok', 'then', 'i', 'thought', 'stem', 'was', 'all', 'the', 'rage']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['sometimes', 'i', 'get', 'mad', 'over', 'something', 'so', 'minuscule', 'i', 'try', 'to', 'ruin', 'somebodies', 'life', 'not', 'like', 'lose', 'your', 'job', 'like', 'get', 'you', 'into', 'federal', 'prison']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['tiangong', 'chinas', 'first', 'space', 'laboratory', 'will', 'come', 'to', 'a', 'fiery', 'end', 'in', 'late', 'the', 'average', 'decommissioned', 'satellite', 'either', 'burns']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['saddest', 'part', 'of', 'this', 'whole', 'mess', 'is', 'that', 'all', 'of', 'this', 'is', 'they', 'should', 'march', 'the']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['its', 'game', 'day', 't', 'minus']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['oh', 'so', 'thats', 'where', 'brian', 'was', 'where', 'was', 'my', 'invite']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['be', 'quick', 'to', 'slow', 'to', 'and', 'slow', 'to']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['seeing', 'got', 'me', 'thinking', 'bout', 'other', 'rappers', 'then', 'i', 'thought', 'about', 'dying', 'and', 'burst', 'into', 'tears', 'smh']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['relentless', 'pipe', 'thirst']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['be', 'strong', 'independant', 'and', 'practical', 'stop', 'living', 'in', 'your', 'world', 'of', 'fantasy', 'snap', 'out', 'of', 'it', 'the', 'faster', 'u', 'get', 'used', 'to', 'the', 'reality', 'the', 'better']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['madden', 'is', 'the', 'reason', 'why', 'controllers', 'are', 'snapped']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['finally', 'leaving', 'my', 'first', 'job', 'soon', 'ive', 'been', 'working', 'here', 'since', 'i', 'was', 'going', 'to', 'be', 'kind', 'of', 'bitter', 'sweet']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['omg', 'someone', 'asked', 'them', 'to', 'sit', 'and', 'they', 'reluctantly', 'moved', 'with', 'a', 'huff', 'biiitttccchhhhhh']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['beware', 'the', 'fury', 'of', 'a', 'weak', 'king']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['you', 'are', 'a', 'cruel', 'cruel', 'man']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['dear', 'indiansit', 'is', 'hard', 'to', 'swallow', 'this', 'but', 'for', 'once', 'try', 'to', 'swallow', 'this', 'bitter', 'pillthat', 'is', 'pakistan', 'is', 'number', 'one', 'in', 'test', 'cricket']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['keep', 'in', 'mind', 'were', 'all', 'weak', 'dont', 'insult', 'people', 'just', 'because', 'theyre', 'human']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['he', 'who', 'is', 'slow', 'to', 'anger', 'is', 'better', 'than', 'the', 'mighty', 'and', 'he', 'who', 'rules', 'his', 'spirit', 'than', 'he', 'who', 'takes', 'a', 'citynp']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['i', 'watch', 'amyah', 'throw', 'temper', 'tantrums', 'when', 'she', 'gets', 'mad', 'at', 'something', 'and', 'im', 'just', 'like', 'damnit', 'that', 'is', 'me', 'and', 'i', 'cant', 'do', 'nothing', 'but', 'laugh']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['yall', 'found', 'me', 'to', 'express', 'yalls', 'displeasure']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['thank', 'u', 'justin', 'for', 'this', 'amazing', 'concert', 'i', 'cant', 'believe', 'that', 'only', 'u', 'can', 'provoke', 'these', 'thousand', 'smiles', 'these']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['he', 'also', 'likes', 'incurring', 'lilys', 'wrath']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['since', 'when', 'the', 'fuck', 'can', 'you', 'not', 'stand', 'at', 'a', 'concert']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['looking', 'forward', 'to', 'div', 'next', 'year']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['im', 'also', 'definitely', 'still', 'bitter', 'about', 'the', 'yellow', 'ranger', 'not', 'being', 'asian', 'but', 'asian', 'representation', 'in', 'hollywood', 'is', 'essentially', 'a', 'shrug', 'anyway']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['did', 'we', 'miss', 'the', 'fact', 'that', 'swung', 'amphit', 'his', 'sister', 'in', 'the', 'face', 'with', 'a', 'golf', 'club', 'previously', 'out', 'of', 'a', 'fit', 'of']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['can', 'someone', 'make', 'me', 'a', 'priority', 'list', 'of', 'which', 'things', 'i', 'should', 'be', 'outraged', 'at', 'in', 'which', 'order']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['tonight', 'legit', 'cant', 'wait', 'to', 'rage']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['my', 'heart', 'goes', 'out', 'to', 'that', 'woman', 'for', 'the', 'indignity', 'of', 'what', 'she', 'is', 'sitting', 'through']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['love', 'that', 'jordy']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['when', 'you', 'want', 'to', 'say', 'something', 'so', 'bad', 'but', 'cant']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['im', 'as', 'pure', 'as', 'the', 'driven', 'snow', 'after', 'its', 'been', 'pissed', 'on', 'by', 'multiple', 'rabid', 'dogs']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['huge', 'congratulations', 'to', 'nicole', 'winning', 'big', 'brother', 'sorry', 'not', 'sorry']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['sam', 'browns', 'law', 'never', 'offend', 'people', 'with', 'style', 'when', 'you', 'can', 'fake', 'that', 'you', 'have', 'to', 'break', 'us', 'in', 'this', 'island']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['and', 'she', 'got', 'all', 'angry', 'telling', 'me', 'but', 'what', 'would', 'be', 'doing', 'a', 'year', 'old', 'guy', 'looking', 'for', 'a', 'girl', 'like', 'you', 'and', 'i', 'felt']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['yeah', 'dude', 'appreciate', 'the', 'on', 'abc', 'peep', 'it']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['yeah', 'no', 'i', 'don', 'mind', 'tweetin', 'that', 'twice']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['the', 'way', 'my', 'blood', 'is', 'boiling', 'little', 'bastards']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['dont', 'be', 'offendednim', 'just', 'doing', 'something', 'thatngives', 'your', 'life', 'more']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['chuckle', 'any', 'idea', 'girl', 'the', 'dragoness', 'let', 'out', 'a', 'frustrated', 'growl', 'blowing', 'smoke', 'out', 'of', 'her', 'nostrils', 'the', 'old', 'man', 'nodded']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['also', 'madden', 'isnt', 'the', 'funniest', 'game', 'to', 'watch', 'and', 'if', 'there', 'isnt', 'much', 'happening', 'its', 'boring']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
['testing'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['wow', 'your', 'right', 'they', 'do', 'need', 'helpso', 'what', 'im', 'getting', 'from', 'the', 'laureliver', 'fandom', 'and', 'bitter', 'comic', 'fandom', 'and']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['being', 'abroad', 'is', 'causing', 'me', 'to', 'make', 'spontaneous', 'decisions', 'and', 'not', 'worry', 'about', 'things', 'which', 'is', 'good', 'but', 'the', 'type', 'a', 'part', 'of', 'me', 'is', 'fuming']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['thurston', 'offers', 'gallen', 'a', 'peace', 'of', 'his', 'mind', 'north', 'queensland', 'playmaker', 'johnathon', 'thurston', 'insists', 'he', 'holds', 'no', 'grudge', 'against', 'paul', 'g']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['hey', 'all', 'you', 'white', 'people', 'out', 'there', 'are', 'you', 'when', 'people', 'refer', 'to', 'you', 'as', 'a', 'cock', 'asian']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['should', 'not', 'be', 'a', 'model', 'for']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
['growl'],1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'didnt', 'see', 'them', 'huff']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['zero', 'help', 'from', 'customer', 'service', 'just', 'pushing', 'the', 'buck', 'back', 'and', 'forth', 'and', 'promising', 'callbacks', 'that', 'dont', 'happen']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['did', 'another', 'bee', 'sting', 'you', 'on', 'the', 'tongue']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['girls', 'irritate', 'me', 'so', 'much', 'lol']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['need', 'a', 'new', 'outlet', 'for']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['hes', 'not', 'exactly', 'a', 'rabid', 'tub', 'thumper', 'compared', 'to', 'mcternan', 'now', 'is', 'he']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['you', 'cant', 'fight', 'the', 'elephants', 'until', 'you', 'have', 'wrestled', 'the', 'pigs']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['recommended', 'reading', 'prisoners', 'of', 'hate', 'by', 'aaron', 'beck']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['you', 'should', 'force', 'your', 'neighbours', 'to', 'pay', 'that', 'those', 'people', 'have', 'some', 'nerve']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['literally', 'nicole', 'already', 'had', 'her', 'chance', 'and', 'she', 'played', 'shitty', 'both', 'seasons']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['rip', 'paul', 'furious', 'cant', 'wait']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['why', 'is', 'it', 'always', 'me', 'picking', 'up', 'the', 'pieces']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['im', 'just', 'no', 'offended', 'by', 'stuffwere', 'gettin', 'a', 'situ', 'where', 'folk', 'moan', 'about', 'the', 'polissnp', 'but', 'then', 'happy', 'to', 'snitch', 'when', 'offended']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['very', 'little', 'frustrates', 'me', 'as', 'much', 'as', 'misplacing', 'something', 'been', 'looking', 'for', 'my', 'keys', 'for', 'hours', 'now']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['is', 'an', 'aspect', 'of', 'evolution', 'the', 'evolution', 'of']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['love', 'the', 'new', 'song', 'i', 'cant', 'stop', 'thinking', 'about', 'you', 'by']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['promised', 'i', 'wouldnt', 'live', 'tweet', 'but', 'brought', 'it', 'and', 'action', 'ftw']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
['fuming'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['ellie', 'just', 'gave', 'me', 'loads', 'of', 'gifts', 'with', 'notes', 'on', 'em', 'for', 'uni', 'n', 'i', 'burst', 'out', 'in', 'tears', 'i', 'love', 'her']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['is', 'that', 'an', 'insult', 'sounds', 'like', 'a', 'job', 'well', 'done', 'its', 'red', 'so', 'its', 'done', 'the', 'job', 'it', 'was', 'suppose', 'to', 'do']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['now', 'its', 'time', 'to', 'remove', 'cb', 'from', 'the', 'team', 'somehow', 'screw', 'it', 'rip', 'the', 'bandaid', 'off', 'itll', 'sting', 'for', 'a', 'bit', 'but', 'everyone', 'will', 'get', 'over', 'it']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'should', 'really', 'study', 'today', 'for', 'chemistry', 'but', 'playing', 'madden', 'is', 'just', 'way', 'more', 'fun']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['red', 'heads', 'are', 'more', 'fiery']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['the', 'war', 'is', 'right', 'outside', 'your', 'door']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"['get', 'to', 'work', 'and', 'theres', 'a', 'fire', 'drill']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"['i', 'dislike', 'people', 'who', 'get', 'offended', 'by', 'the', 'littlest', 'shit']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"['turn', 'that', 'frown', 'upside', 'down', 'buddy']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['gt', 'huff', 'louder']",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"['i', 'love', 'how', 'theres', 'no', 'outrage', 'that', 'its', 'a', 'white', 'man', 'but', 'if', 'it', 'was', 'a', 'black', 'man', 'them', 'blm', 'would', 'be', 'all', 'over', 'it', 'regardless', 'of', 'reason']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
